LocationCode,RegionCode,BldgAddress1,BldgAddress2,BldgCity,BldgCounty,BldgState,BldgZip,CongressionalDistrict,BldgStatus,PropertyType,BldgANSIUsable,TotalParkingSpaces,OwnedLeased,ConstructionDate,HistoricalType,HistoricalStatus,ABAAccessibilityFlag
MA5930,1,401 Edgewater Pl, ,WAKEFIELD,MIDDLESEX,MA,18806241,6,ACTIVE,BUILDING,6686,14,LEASED,1-Nov-08,Field Not In Use,Not Evaluated,Yes
MA5932,1,9 MAIN ST, ,SUTTON,WORCESTER,MA,15901660,2,ACTIVE,BUILDING,1097,7,LEASED,2-Nov-07,Field Not In Use,Not Evaluated,Yes
MA5935,1,138 RIVER ROAD, ,ANDOVER,ESSEX,MA,18101072,3,ACTIVE,BUILDING,4191,18,LEASED,25-Jun-09,Field Not In Use,Not Evaluated,Yes
MA5937,1,50 BURLINGTON MALL ROAD, ,BURLINGTON,MIDDLESEX,MA,18034537,6,ACTIVE,BUILDING,2139,5,LEASED,1-Jan-86,Field Not In Use,Not Evaluated,Yes
MA5938,1,22 Commercial Way, ,HANSON,PLYMOUTH,MA,23411554,9,ACTIVE,BUILDING,2500,0,LEASED,15-Feb-08,Field Not In Use,Not Evaluated,Yes
MA5939,1,2 MILL STREET, ,LAWRENCE,ESSEX,MA,18401602,3,ACTIVE,BUILDING,27449,87,LEASED,8-Jun-09,Field Not In Use,Not Evaluated,Yes
MA5941,1,4238 Washington Street, ,BOSTON,SUFFOLK,MA,21311732,7,ACTIVE,BUILDING,6630,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA5942,1,75 PERSEVERANCE WAY, ,HYANNIS,BARNSTABLE,MA,26011816,9,ACTIVE,BUILDING,3422,0,LEASED,23-Feb-10,Field Not In Use,Not Evaluated,Yes
MA5944,1,67 HUTTLESTON AVE, ,FAIRHAVEN,BRISTOL,MA,27193156,9,ACTIVE,BUILDING,2400,15,LEASED,12-Mar-09,Field Not In Use,Not Evaluated,Yes
MA5947,1,44-48 THIRD AVENUE, ,SOMERVILLE,MIDDLESEX,MA,21434450,7,ACTIVE,BUILDING,15120,42,LEASED,1-Apr-78,Field Not In Use,Not Evaluated,Yes
MA5954,1,1414 MAIN ST, ,SPRINGFIELD,HAMPDEN,MA,11447000,1,ACTIVE,BUILDING,0,0,LEASED,1-Mar-97,Field Not In Use,Not Evaluated,Yes
MA5955,1,120 LIBERTY ST, ,BROCKTON,PLYMOUTH,MA,23015521,8,ACTIVE,BUILDING,11987,70,LEASED,1-Jan-09,Field Not In Use,Not Evaluated,Yes
MA5957,1,300 BALLARDVALE ST, ,WILMINGTON,MIDDLESEX,MA,18871012,6,ACTIVE,BUILDING,4450,14,LEASED,1-Jan-90,Field Not In Use,Not Evaluated,Yes
MA5958,1,192-194 COMMERCIAL STREET, ,MALDEN,MIDDLESEX,MA,21486709,5,ACTIVE,BUILDING,10621,1,LEASED,1-Jan-10,Field Not In Use,Not Evaluated,Yes
MA5964,1,10 FAWCETT STREET, ,CAMBRIDGE,MIDDLESEX,MA,21381172,5,ACTIVE,BUILDING,12364,1,LEASED,30-Jul-09,Field Not In Use,Not Evaluated,Yes
MA5965,1,ONE LAKESHORE CENTER, ,BRIDGEWATER,PLYMOUTH,MA,23241065,8,ACTIVE,BUILDING,4976,28,LEASED,15-Jan-01,Field Not In Use,Not Evaluated,Yes
MA5974,1,100 MEDWAY RD, ,MILFORD,WORCESTER,MA,17572923,4,ACTIVE,BUILDING,7318,20,LEASED,25-Sep-09,Field Not In Use,Not Evaluated,Yes
MA5977,1,1350 MAIN STREET, ,SPRINGFIELD,HAMPDEN,MA,11031628,1,ACTIVE,BUILDING,1112,0,LEASED,1-Nov-09,Field Not In Use,Not Evaluated,Yes
MA5980,1,51 SLEEPER ST, ,BOSTON,SUFFOLK,MA,22101276,8,ACTIVE,BUILDING,15519,0,LEASED,15-Aug-09,Field Not In Use,Not Evaluated,Yes
MA5982,1,1550 MAIN ST, ,SPRINGFIELD,HAMPDEN,MA,11031413,1,ACTIVE,BUILDING,24960,36,LEASED,8-Oct-09,Field Not In Use,Not Evaluated,Yes
MA5983,1,7 DRYDOCK AVE, ,BOSTON,SUFFOLK,MA,22102303,8,ACTIVE,BUILDING,5000,15,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA5984,1,370 MAIN ST,7th Floor,WORCESTER,WORCESTER,MA,16081708,2,ACTIVE,BUILDING,4191,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA5986,1,96 MARSHALL ST, ,NORTH ADAMS,BERKSHIRE,MA,12472454,1,ACTIVE,BUILDING,4085,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA5989,1,140 SHREWSBURY ST, ,BOYLSTON,WORCESTER,MA,15051723,2,ACTIVE,BUILDING,2360,15,LEASED,7-Jun-10,Field Not In Use,Not Evaluated,Yes
MA5991,1,25 BERNARD E ST JEAN DR, ,FALMOUTH,BARNSTABLE,MA,25364420,9,ACTIVE,BUILDING,12641,13,LEASED,25-Jun-99,Field Not In Use,Not Evaluated,Yes
MA5992,1,95 ASHLEY ST, ,SPRINGFIELD,HAMPDEN,MA,11051515,1,ACTIVE,BUILDING,5269,32,LEASED,0,None,Not Evaluated,Yes
MA5993,1,354 MAIN ST, ,GARDNER,WORCESTER,MA,14402903,3,ACTIVE,BUILDING,4177,20,LEASED,1-Jul-10,Field Not In Use,Not Evaluated,Yes
MA5995,1,380 RUSSELL ST, ,HADLEY,HAMPSHIRE,MA,10359538,2,ACTIVE,BUILDING,2315,12,LEASED,1-Sep-10,Field Not In Use,Not Evaluated,Yes
MA6001,1,135 BEAVER ST, ,WALTHAM,MIDDLESEX,MA,24528412,5,ACTIVE,BUILDING,5681,1,LEASED,1-Oct-10,Field Not In Use,Not Evaluated,Yes
MA6007,1,928 W CHESTNUT ST, ,BROCKTON,PLYMOUTH,MA,23015560,8,ACTIVE,BUILDING,1645,5,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA6009,1,33 ARCH ST, ,BOSTON,SUFFOLK,MA,21101424,8,ACTIVE,BUILDING,47769,1,LEASED,0,Field Not In Use,Evaluated - Not Historic,Will Conform
MA6011,1,375 AIRPORT DR, ,WORCESTER,WORCESTER,MA,16022201,2,ACTIVE,BUILDING,297,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA6013,1,1600 Osgood Street, ,NORTH ANDOVER,ESSEX,MA,1845, ,ACTIVE,BUILDING,4609,16,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MA6014,1,445 & 451 West Street, ,AMHERST,HAMPSHIRE,MA,10022946, ,ACTIVE,BUILDING,19503,19,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA6015,1,1 SULLIVAN RD, ,HOLYOKE,HAMPDEN,MA,10402841,1,ACTIVE,BUILDING,170,2,LEASED,0,Field Not In Use,Non-Contributing Element,Yes
ME0012,1,Blanchette Road, ,"TOWNSHIP 15,RANGE 15 WELS",AROOSTOOK,ME,47749998,2,ACTIVE,BUILDING,1938,2,OWNED,1-Jan-94,Field Not In Use,Not Evaluated,Will Conform
ME0013,1,Blanchette Road, ,"TOWNSHIP 15,RANGE 15 WELS",AROOSTOOK,ME,47749998,2,ACTIVE,BUILDING,383,0,OWNED,16-Jun-10,Field Not In Use,Not Evaluated,Yes
ME0034,1,156 FEDERAL ST, ,PORTLAND,CUMBERLAND,ME,41014152,1,ACTIVE,BUILDING,51028,16,OWNED,1-Jan-11,Field Not In Use,National Register Listed,Will Conform
ME0035,1,312 FORE STREET, ,PORTLAND,CUMBERLAND,ME,41014110,1,ACTIVE,BUILDING,8208,0,OWNED,01-Jan-1871,Field Not In Use,National Register Listed,Will Conform
ME0051,1,63 Bridge Ave, ,MADAWASKA,AROOSTOOK,ME,47561298,2,ACTIVE,BUILDING,7476,13,OWNED,1-Jan-61,Field Not In Use,Evaluated - Not Historic,Will Conform
ME0061,1,202 HARLOW ST, ,BANGOR,PENOBSCOT,ME,44014901,2,ACTIVE,BUILDING,90918,181,OWNED,1-Jan-67,Field Not In Use,Not Evaluated,Will Conform
ME0068,1,40 WESTERN AVE, ,AUGUSTA,KENNEBEC,ME,43306325,1,ACTIVE,BUILDING,70150,182,OWNED,1-Jan-66,Field Not In Use,Not Evaluated,Will Conform
ME0074,1,US ROUTE 1, ,HODGDON,AROOSTOOK,ME,47309998,2,ACTIVE,BUILDING,9642,49,OWNED,1-Jan-65,Field Not In Use,Not Evaluated,Will Conform
ME0075,1,9 WASHINGTON ST, ,LUBEC,WASHINGTON,ME,46529998,2,ACTIVE,BUILDING,1369,3,LEASED,1-Jan-65,Field Not In Use,Not Evaluated,Will Conform
ME0078,1,365 MAIN ST, ,PRESQUE ISLE,AROOSTOOK,ME,47692811,2,ACTIVE,BUILDING,5959,7,OWNED,1-Jan-70,Field Not In Use,Not Evaluated,Will Conform
ME0087,1,27 BRATTLE ST, ,PORTLAND,CUMBERLAND,ME,41011912,1,ACTIVE,STRUCTURE,0,23,OWNED,1-Oct-50,Field Not In Use,Evaluated - Not Historic,Will Conform
ME0088,1,U.S. ROUTE 1, ,FORT KENT,AROOSTOOK,ME,47439998,2,ACTIVE,BUILDING,11019,10,OWNED,1-Jan-81,Field Not In Use,Not Evaluated,Will Conform
ME0089,1,96 CALAIS ROAD, ,HODGDON,AROOSTOOK,ME,47309998,2,ACTIVE,BUILDING,1616,0,OWNED,1-Nov-09,Field Not In Use,Not Evaluated,Yes
ME0091,1,534 NORTH ST, ,CALAIS,WASHINGTON,ME,46191037,2,ACTIVE,BUILDING,1420,2,OWNED,26-Nov-13,Field Not In Use,Not Evaluated,Will Conform
ME0501,1,3 CUSTOMS STREET, ,CALAIS,WASHINGTON,ME,46199998,2,ACTIVE,BUILDING,7684,16,OWNED,1-Jan-36,Field Not In Use,National Register Listed,Will Conform
ME0503,1,3 CUSTOMS STREET, ,CALAIS,WASHINGTON,ME,46199998,2,ACTIVE,BUILDING,978,0,OWNED,1-Jan-36,Field Not In Use,National Register Listed,Will Conform
ME0551,1,6092 Arnold Trail, ,COBURN GORE,FRANKLIN,ME,49369998,2,ACTIVE,BUILDING,3857,0,OWNED,1-Jan-32,Field Not In Use,National Register Listed,Will Conform
ME0552,1,6092 Arnold Trail, ,COBURN GORE,FRANKLIN,ME,49369998,2,ACTIVE,BUILDING,0,0,OWNED,1-Jan-32,Field Not In Use,National Register Listed,Will Conform
ME0553,1,6092 Arnold Trail, ,COBURN GORE,FRANKLIN,ME,49369998,2,ACTIVE,BUILDING,1221,0,OWNED,1-Jan-32,Field Not In Use,National Register Listed,Will Conform
ME0554,1,6092 Arnold Trail, ,COBURN GORE,FRANKLIN,ME,49369998,2,ACTIVE,BUILDING,1094,0,OWNED,1-Jan-67,Field Not In Use,Not Evaluated,Will Conform
ME0555,1,6092 Arnold Trail, ,COBURN GORE,FRANKLIN,ME,49369998,2,ACTIVE,BUILDING,1094,0,OWNED,1-Jan-67,Field Not In Use,Not Evaluated,Will Conform
ME0601,1,1 BOUNDRY LINE RD, ,FORT FAIRFIELD,AROOSTOOK,ME,47423628,2,ACTIVE,BUILDING,3804,12,OWNED,1-Jan-34,Field Not In Use,National Register Listed,Will Conform
ME0661,1,27 Customs Loop, ,HOULTON,AROOSTOOK,ME,47309998,2,ACTIVE,BUILDING,23964,36,OWNED,1-Jan-85,Field Not In Use,Not Evaluated,Will Conform
ME0662,1,27 CUSTOMS LOOP, ,HOULTON,AROOSTOOK,ME,47309998,2,ACTIVE,BUILDING,4060,8,OWNED,1-Jan-85,Field Not In Use,Not Evaluated,Will Conform
ME0663,1,27 Customs Loop, ,HOULTON,AROOSTOOK,ME,47309998,2,ACTIVE,BUILDING,3022,12,OWNED,1-Jan-85,Field Not In Use,Not Evaluated,Will Conform
ME0701,1,410 GRAND FALLS RD, ,LIMESTONE,AROOSTOOK,ME,47506412,2,ACTIVE,BUILDING,1614,5,OWNED,1-Jan-34,Field Not In Use,National Register Listed,Will Conform
ME0751,1,US ROUTE 1, ,ORIENT,AROOSTOOK,ME,44719998,2,ACTIVE,BUILDING,1904,0,OWNED,1-Jan-37,Field Not In Use,National Register Listed,Will Conform
ME0752,1,US ROUTE 1, ,ORIENT,AROOSTOOK,ME,44719998,2,ACTIVE,BUILDING,389,2,OWNED,1-Jan-37,Field Not In Use,National Register Listed,Will Conform
ME0823,1,2614 MAIN ST, ,SANDY BAY TOWNSHIP,SOMERSET,ME,4945,2,ACTIVE,BUILDING,28190,0,OWNED,6-May-09,Field Not In Use,Not Evaluated,Yes
ME0824,1,2614 MAIN ST, ,SANDY BAY TOWNSHIP,SOMERSET,ME,4945,2,ACTIVE,BUILDING,15357,0,OWNED,12-Jul-10,Field Not In Use,Not Evaluated,Yes
ME0825,1,2614 MAIN ST, ,SANDY BAY TOWNSHIP,SOMERSET,ME,43450824,2,ACTIVE,BUILDING,0,0,OWNED,1-Aug-09,Field Not In Use,Not Evaluated,Yes
ME0831,1,133 Water St, ,VANCEBORO,WASHINGTON,ME,4491,2,ACTIVE,BUILDING,5537,0,OWNED,1-Jan-64,Field Not In Use,Evaluated - Not Historic,Will Conform
ME0832,1,133 Water St, ,VANCEBORO,WASHINGTON,ME,4491,2,ACTIVE,BUILDING,512,2,OWNED,1-Jan-64,Field Not In Use,Evaluated - Not Historic,Will Conform
ME0843,1,173 Acadian Way,BLDG A,VAN BUREN,AROOSTOOK,ME,47851102,2,ACTIVE,BUILDING,19168,28,OWNED,30-Apr-13,Field Not In Use,Not Evaluated,Yes
ME0844,1,165 Acadian Way,BLDG B,VAN BUREN,AROOSTOOK,ME,47851102,2,ACTIVE,BUILDING,9472,0,OWNED,30-Apr-13,Field Not In Use,Not Evaluated,Yes
ME0845,1,206 Acadian Way,BLDG C,VAN BUREN,AROOSTOOK,ME,47851102,2,ACTIVE,BUILDING,8495,0,OWNED,30-Apr-13,Field Not In Use,Not Evaluated,Yes
ME0851,1,180 International Ave, ,CALAIS,WASHINGTON,ME,4619,2,ACTIVE,BUILDING,64705,90,OWNED,1-Aug-09,Field Not In Use,Not Evaluated,Will Conform
ME0852,1,180 International Ave, ,CALAIS,WASHINGTON,ME,4619,2,ACTIVE,BUILDING,6452,0,OWNED,1-Aug-09,Field Not In Use,Not Evaluated,Yes
ME0861,1,188 MAIN ST, ,MADAWASKA,AROOSTOOK,ME,47561439,2,ACTIVE,LAND,0,0,OWNED,0,None,Not Evaluated,No
ME3377,1,2 MONUMENT ST, ,PORTLAND,CUMBERLAND,ME,41014093,1,ACTIVE,BUILDING,20846,7,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4033,1,Frontier/Estcourt Road,Big Twenty Township,ESTCOURT STATION,AROOSTOOK,ME,47749998,2,ACTIVE,LAND,0,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4126,1,550 FOREST AVENUE, ,PORTLAND,CUMBERLAND,ME,41011505,1,ACTIVE,BUILDING,9318,40,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4129,1,"International Paper Road,TS6/R19", ,JACKMAN,SOMERSET,ME,49459998,2,ACTIVE,BUILDING,1500,0,LEASED,1-Dec-00,Field Not In Use,Not Evaluated,No
ME4130,1,68 MARGINAL WAY, ,PORTLAND,CUMBERLAND,ME,41012444,1,ACTIVE,BUILDING,3807,12,LEASED,31-Jul-02,Field Not In Use,Not Evaluated,Yes
ME4132,1,196 WHITTEN RD, ,AUGUSTA,KENNEBEC,ME,43306021,1,ACTIVE,BUILDING,10800,36,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4134,1,330 CIVIC CENTER DR, ,AUGUSTA,KENNEBEC,ME,43308035,1,ACTIVE,BUILDING,6270,100,LEASED,1-Aug-99,Field Not In Use,Not Evaluated,Yes
ME4154,1,1355 CONGRESS STREET, ,PORTLAND,CUMBERLAND,ME,41022137,1,ACTIVE,BUILDING,3540,5,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4164,1,CLEMENT HUFF ROAD, ,KENNEBUNKPORT,YORK,ME,40466711,1,ACTIVE,BUILDING,5000,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4166,1,510 CONGRESS STREET, ,PORTLAND,CUMBERLAND,ME,41013410,1,ACTIVE,BUILDING,19993,43,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4167,1,100 MIDDLE STREET PLAZA, ,PORTLAND,CUMBERLAND,ME,41014100,1,ACTIVE,BUILDING,27836,14,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4168,1,220 MAINE MALL RD, ,SOUTH PORTLAND,CUMBERLAND,ME,41062313,1,ACTIVE,BUILDING,10852,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4175,1,304 Hancock St, ,BANGOR,PENOBSCOT,ME,44016541,2,ACTIVE,BUILDING,1330,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4176,1,248 STATE STREET, ,ELLSWORTH,HANCOCK,ME,46051925,2,ACTIVE,BUILDING,850,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4185,1,231 PARK ST, ,ROCKLAND,KNOX,ME,48412127,1,ACTIVE,BUILDING,3215,14,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4189,1,36 NORTH ST, ,PRESQUE ISLE,AROOSTOOK,ME,47692273,2,ACTIVE,BUILDING,1155,3,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4191,1,1 PORTLAND SQ, ,PORTLAND,CUMBERLAND,ME,41014057,1,ACTIVE,BUILDING,12559,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4195,1,4 Fundy Rd, ,FALMOUTH,CUMBERLAND,ME,41051755,1,ACTIVE,BUILDING,2608,16,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4197,1,539 CONGRESS ST, ,PORTLAND,CUMBERLAND,ME,41013306,1,ACTIVE,BUILDING,19889,3,LEASED,0,Field Not In Use,National Register Listed,Will Conform
ME4199,1,110   MAIN STREET, ,SACO,YORK,ME,40723509,1,ACTIVE,BUILDING,6311,31,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4202,1,79 LEIGHTON RD, ,AUGUSTA,KENNEBEC,ME,43307705,1,ACTIVE,BUILDING,6329,8,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4204,1,176 GANNETT DRIVE, ,SOUTH PORTLAND,CUMBERLAND,ME,41066909,1,ACTIVE,BUILDING,19150,76,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4206,1,14 WATER ST, ,MILBRIDGE,WASHINGTON,ME,46583546,2,ACTIVE,BUILDING,5380,14,LEASED,15-Dec-97,Field Not In Use,Not Evaluated,Will Conform
ME4211,1,188 NEWBURY ST, ,PORTLAND,CUMBERLAND,ME,41014187,1,ACTIVE,STRUCTURE,0,31,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4212,1,100 MIDDLE ST, ,PORTLAND,CUMBERLAND,ME,41014100,1,ACTIVE,BUILDING,8556,13,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4225,1,2 FRANKLIN ST, ,BELFAST,WALDO,ME,49156518,2,ACTIVE,BUILDING,2758,15,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4227,1,12 KELLERAN ST, ,HOULTON,AROOSTOOK,ME,47302006,2,ACTIVE,BUILDING,4017,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4229,1,1 Admiral Hamlet Place, ,EASTPORT,WASHINGTON,ME,46310278,2,ACTIVE,BUILDING,9011,26,LEASED,0,Field Not In Use,Evaluated - Not Historic,Will Conform
ME4231,1,12 VICTORIA LANE, ,FALMOUTH,CUMBERLAND,ME,41052541,1,ACTIVE,BUILDING,20,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4232,1,"Boise Cascade Road,TS10/R17", ,JACKMAN,SOMERSET,ME,49459998,2,ACTIVE,BUILDING,989,0,LEASED,0,Field Not In Use,Not Evaluated,No
ME4233,1,U.S. CUSTOMS & BORDER PROTECTION,"96 mile Golden Road,TS5/R20",JACKMAN,SOMERSET,ME,49455305,2,ACTIVE,BUILDING,989,0,LEASED,0,Field Not In Use,Not Evaluated,No
ME4235,1,1001 WESTBROOK ST, ,PORTLAND,CUMBERLAND,ME,41021938,1,ACTIVE,BUILDING,8215,15,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4236,1,SECOND FLOOR SUITE 203, ,PORTLAND,CUMBERLAND,ME,41016420,1,ACTIVE,BUILDING,3360,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4238,1,23 Water St, ,BANGOR,PENOBSCOT,ME,44016394,2,ACTIVE,BUILDING,1736,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4242,1,360 US ROUTE ONE, ,SCARBOROUGH,CUMBERLAND,ME,40746700,1,ACTIVE,BUILDING,1478,4,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4245,1,513 BAR HARBOR RD, ,BAR HARBOR,HANCOCK,ME,4605,2,ACTIVE,BUILDING,870,8,LEASED,1-Jan-85,Field Not In Use,Not Evaluated,Yes
ME4246,1,600 TURNER STREET, ,AUBURN,ANDROSCOGGIN,ME,42105299,2,ACTIVE,BUILDING,9128,1,LEASED,4-Feb-09,Field Not In Use,Not Evaluated,Yes
ME4247,1,American Realty Road, ,"TOWNSHIP 11,RANGE 17 WELS",AROOSTOOK,ME,47749998,2,ACTIVE,BUILDING,226,0,LEASED,15-Sep-08,Field Not In Use,Not Evaluated,Yes
ME4249,1,224 STRATTON RD, ,RANGELEY,FRANKLIN,ME,49705026,2,ACTIVE,BUILDING,23047,50,LEASED,22-Oct-08,Field Not In Use,Not Evaluated,Yes
ME4250,1,14 COLBY CIRCLE, ,WATERVILLE,KENNEBEC,ME,49019998,1,ACTIVE,BUILDING,6214,35,LEASED,1-Mar-09,Field Not In Use,Not Evaluated,Yes
ME4251,1,400 CONGRESS ST, ,PORTLAND,CUMBERLAND,ME,41013565,1,ACTIVE,BUILDING,9200,4,LEASED,1-May-09,Field Not In Use,Not Evaluated,Yes
ME4252,1,17 GODFREY STREET, ,ORONO,PENOBSCOT,ME,44733702,2,ACTIVE,BUILDING,432,14,LEASED,1-Jan-09,Field Not In Use,Not Evaluated,Yes
ME4253,1,200 LIMESTONE RD, ,FORT FAIRFIELD,AROOSTOOK,ME,47423201,2,ACTIVE,BUILDING,23042,95,LEASED,16-Dec-08,Field Not In Use,Not Evaluated,Yes
ME4254,1,169 ASH POINT DR, ,OWLS HEAD,KNOX,ME,48543511,1,ACTIVE,BUILDING,1000,5,LEASED,16-Dec-08,Field Not In Use,Not Evaluated,Will Conform
ME4258,1,967 ILLINOIS AVE, ,BANGOR,PENOBSCOT,ME,44012766,2,ACTIVE,BUILDING,19861,140,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4260,1,155 GANNETT DR, ,SOUTH PORTLAND,CUMBERLAND,ME,41066942,1,ACTIVE,BUILDING,21375,76,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4262,1,68 BANGOR ST, ,HOULTON,AROOSTOOK,ME,47301641,2,ACTIVE,BUILDING,3464,11,LEASED,1-Jan-80,Field Not In Use,Not Evaluated,Yes
ME4263,1,14 MAINE ST, ,BRUNSWICK,CUMBERLAND,ME,40112002,1,ACTIVE,BUILDING,700,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4267,1,615 ODLIN RD,615 Odlin Road,BANGOR,PENOBSCOT,ME,44016709,2,ACTIVE,BUILDING,4781,40,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4268,1,130 OAK ST,Suite 5,ELLSWORTH,HANCOCK,ME,46051667,2,ACTIVE,BUILDING,765,2,LEASED,0,Field Not In Use,Evaluated - Not Historic,No
ME4269,1,17 GODFREY DR, ,ORONO,PENOBSCOT,ME,44733702,2,ACTIVE,BUILDING,3356,6,LEASED,0,Field Not In Use,Evaluated - Not Historic,No
ME4270,1,324 HARLOW ST, ,BANGOR,PENOBSCOT,ME,44014908,2,ACTIVE,BUILDING,3600,11,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4272,1,458 YORK ST, ,CARIBOU,AROOSTOOK,ME,47364140,2,ACTIVE,BUILDING,3770,23,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
ME4273,1,141 Water St, ,EASTPORT,WASHINGTON,ME,46311129,2,ACTIVE,BUILDING,600,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
NH0012,1,40 Oak St, ,PORTSMOUTH,ROCKINGHAM,NH,38013350,1,ACTIVE,LAND,0,0,OWNED,0,None,Not Evaluated,Yes
NH0030,1,53 PLEASANT STREET, ,CONCORD,MERRIMACK,NH,33013954,2,ACTIVE,BUILDING,75357,66,OWNED,1-Jan-66,Field Not In Use,Evaluated - Not Historic,Will Conform
NH0033,1,MAIN STREET, ,LITTLETON,GRAFTON,NH,35619998,2,ACTIVE,BUILDING,4201,15,OWNED,1-Jan-69,Field Not In Use,Evaluated - Not Historic,Will Conform
NH0034,1,1 EXCHANGE ST, ,BERLIN,COOS,NH,35701938,2,ACTIVE,BUILDING,396,2,LEASED,1-Jan-66,Field Not In Use,Not Evaluated,Will Conform
NH0036,1,80 DANIEL ST, ,PORTSMOUTH,ROCKINGHAM,NH,38013850,1,EXCESS,BUILDING,61279,136,OWNED,1-Jan-66,Field Not In Use,National Register Listed,Will Conform
NH0037,1,275 CHESTNUT STREET, ,MANCHESTER,HILLSBOROUGH,NH,31012411,1,ACTIVE,BUILDING,76397,107,OWNED,1-Jan-76,Field Not In Use,Not Evaluated,Will Conform
NH0038,1,55 PLEASANT STREET, ,CONCORD,MERRIMACK,NH,33013954,2,ACTIVE,BUILDING,112487,51,OWNED,1-Jan-96,Field Not In Use,Not Evaluated,Will Conform
NH6085,1,20 WEST PARK STREET, ,LEBANON,GRAFTON,NH,37661378,2,ACTIVE,BUILDING,833,0,LEASED,0,Field Not In Use,National Register Listed,Will Conform
NH6096,1,22 BRIDGE STREET, ,CONCORD,MERRIMACK,NH,33014987,2,ACTIVE,BUILDING,3338,20,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
NH6110,1,34 MECHANIC ST, ,KEENE,CHESHIRE,NH,34313421,2,ACTIVE,BUILDING,630,2,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
NH6116,1,1604 HOOKSETT RD, ,HOOKSETT,MERRIMACK,NH,31061666,1,ACTIVE,BUILDING,2300,100,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
NH6118,1,2 Wall St, ,MANCHESTER,HILLSBOROUGH,NH,31011502,1,ACTIVE,BUILDING,2657,3,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
NH6119,1,331 COMMERCE WAY, ,SUNCOOK,MERRIMACK,NH,32753718,2,ACTIVE,BUILDING,11447,17,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
NH6121,1,15 CONSTITUTION DRIVE, ,BEDFORD,HILLSBOROUGH,NH,31106042,1,ACTIVE,BUILDING,5871,25,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
NH6126,1,PEASE INTERNATIONAL TRADEPORT, ,PORTSMOUTH,ROCKINGHAM,NH,38016809,1,ACTIVE,BUILDING,3424,4,LEASED,0,Field Not In Use,Not Evaluated,Yes
NH6131,1,59 CHENELL DR, ,CONCORD,MERRIMACK,NH,33018548,2,ACTIVE,BUILDING,11588,42,LEASED,0,Field Not In Use,Not Evaluated,Yes
NH6132,1,1750 ELM ST, ,MANCHESTER,HILLSBOROUGH,NH,31042907,1,ACTIVE,BUILDING,12665,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
NH6135,1,175 AMHERST STREET, ,NASHUA,HILLSBOROUGH,NH,30641337,2,ACTIVE,BUILDING,6300,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
